id_categoria,descripcion,nombre,cantidad_de_productos
467,"Wine - White, Riesling, Semi - Dry",Antimicrobial Hand Sanitizer,4580
468,Garlic Powder,Terrasil Rapid-Clear Anti-Fungal,4388
469,Cheese - Le Cheve Noir,CENTER-AL - JUGLANS NIGRA POLLEN,7827
470,Cleaner - Lime Away,Neutrogena Men Age Fighter Face,8071
471,"Asparagus - White, Fresh",Eucerin Q10 Anti-Wrinkle Sensitive Skin,4878
472,Octopus,ACEPHEN,8537
473,Wine - Ej Gallo Sierra Valley,Gabapentin,4502
474,"Yogurt - Peach, 175 Gr",1012 Antimicrobial,6064
475,Crackers - Graham,SNAIL THERAPY 70 EYE,9181
476,Mountain Dew,Profilnine,6589
477,Bread - English Muffin,KETOTOLAC TROMETHAMINE,6149
478,Bamboo Shoots - Sliced,Sulwhasoo Lumitouch Multi-Base,2901
479,Carrots - Jumbo,Skin Infections,3711
480,"Pineapple - Canned, Rings",Miconazole 7,3744
481,Sugar Thermometer,LEVOTHYROXINE SODIUM,8466
482,"Schnappes - Peach, Walkers",stop smoking aid,2786
483,"Nut - Almond, Blanched, Whole",Hydroxyzine Hydrochloride,2097
484,Chicken - Whole Roasting,Xeloda,1918
485,Chocolate - Chips Compound,Naproxen,6197
486,Bar Mix - Lime,COMTREX,9809
487,Jicama,Al CaFoam,9779
488,"Asparagus - White, Canned",Quiet Calm,4084
489,"Vinegar - Balsamic, White",VANACOF DM,3077
490,Table Cloth 62x114 White,ofloxacin,9192
491,Soup - Campbells Chili Veg,Night Shade Antigen,5201
492,"Oil - Truffle, Black",Tamiflu,3740
493,Relish,up and up ibuprofen,2836
494,Island Oasis - Ice Cream Mix,Naloxone Hydrochloride,0349
495,The Pop Shoppe - Root Beer,Strattera,6605
496,Sugar - Monocystal / Rock,CVP,5970
497,"Rice Pilaf, Dry,package",TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,0579
498,Pickerel - Fillets,Cefadroxil,0932
499,Cornish Hen,epinephrine,7489
500,"Lemonade - Black Cherry, 591 Ml",Apis Bryonia Special Order,9677
501,Wine - Spumante Bambino White,CAREONE,9685
502,Tea - Decaf Lipton,Polyethylene Glycol (3350),1617
503,"Chilli Paste, Sambal Oelek",oxygen,8599
504,"Pepper - White, Whole",Haemonetics Anticoagulant Citrate Dextrose Solution,4989
505,Langers - Cranberry Cocktail,Glyburide-Metformin Hydrochloride,2395
506,Red Pepper Paste,Sensodyne,9964
507,Bay Leaf Fresh,Arnica,2624
508,Mushroom - Crimini,Insects (whole body) cockroach mix,7355
509,Veal - Inside,INSTANT HAND SANITIZER,9876
510,Chicken Breast Halal,SHISEIDO PERFECT REFINING FOUNDATION,5204
511,Bols Melon Liqueur,HYZAAR,9280
512,Grouper - Fresh,Amlodipine besylate/atorvastatin calcium,1283
513,Pork - Ground,Enoxaparin Sodium,2200
514,Loquat,KEPPRA,5697
515,Broom And Broom Rack White,NEUROFORCE,0684
516,Island Oasis - Mango Daiquiri,Transderm Scop,2090
517,Tuna - Fresh,Neo-Synalar,4593
518,Higashimaru Usukuchi Soy,Systemic Detox,7585
519,Walkers Special Old Whiskey,SHISEIDO ADVANCED HYDRO-LIQUID COMPACT (REFILL),0000
520,Pepper - Yellow Bell,Propranolol Hydrochloride,6049
521,Grapes - Black,Ondansetron Hydrochloride,5401
522,Beef - Kobe Striploin,CARE ONE SLEEP AID,7140
523,Potatoes - Mini Red,Vancomycin Hydrochloride,9219
524,Muffin Hinge - 211n,Bio Honeysuckle,7034
525,Beans - French,CAPTOPRIL,9758
526,Wine - Chenin Blanc K.w.v.,Haloperidol,4185
527,"Beans - Black Bean, Preserved",HemeNatal OB,0565
528,"Yogurt - Peach, 175 Gr",healthy accents pain relief pm,4308
529,Potatoes - Mini Red,Prevage Anti Agining Triple Defense Shield Broad Spectrum Sunscreen SPF 50,6669
530,Wine - Pinot Grigio Collavini,AMBROSIA ACANTHICARPA POLLEN,9463
531,Chickensplit Half,napoleon PERDIS CHINA DOLL FOUNDATION BROAD SPECTRUM SPF 15 Look 1,4664
532,Coffee - Almond Amaretto,KPP Ultra Thin Corn Removers,9135
533,Pear - Packum,Buspirone Hydrochloride,4896
534,Curry Powder Madras,Hydroxyzine Hydrochloride,5740
535,"Pork - Loin, Center Cut",CYSTARAN,6650
536,Nori Sea Weed,Coppertone Water Babies,3441
537,"Flour - Buckwheat, Dark",CALCIUM SULPHATE,6697
538,"Syrup - Monin, Amaretta",Quality Choice Childrens Allergy Relief,3502
539,Crackers - Trio,Argentum Veratrum,0820
540,"Lamb - Leg, Diced",GODDESS GARDEN ORGANICS Sunny Face NATURAL SUNSCREEN BROAD SPECTRUM SPF 30 WATER RESISTANT,0205
541,"Lentils - Green, Dry",Prochlorperazine Edisylate,9894
542,Cherries - Frozen,Sun Blossom Antibacterial Foaming Hand Wash,6872
543,Sugar - White Packet,Smart Sense Allergy Relief,9206
544,"Halibut - Whole, Fresh",Hydrochlorothiazide,0599
545,Tomatoes - Yellow Hot House,Nicotine,7235
546,Paste - Black Olive,omeprazole,7843
547,"Wine - White, Ej Gallo",kirkland signature pain relief,6492
548,Apricots - Halves,Groundsel Tree,4830
549,Sobe - Orange Carrot,Azithromycin,7682
550,"Beans - Kidney, Red Dry",Esmolol Hydrochloride,1174
551,Puff Pastry - Sheets,Hydroxocobalamin,0097
552,Chocolate - Unsweetened,Enalapril Maleate,8355
553,"Appetizer - Spring Roll, Veg",Colgate Max Clean,6006
554,Corn Kernels - Frozen,Pleo Poly D,4349
555,Pear - Asian,ULTRACET,5318
556,"Beef - Rib Roast, Cap On",Smart Sense Sleep Aid,9916
557,"Capon - Breast, Wing On",Tacrolimus,0030
558,"Ham - Smoked, Bone - In",Good Sense Nasal Four,3178
559,Chivas Regal - 12 Year Old,Oxygen,7734
560,Chocolate - White,CYZONE,1995
561,Sour Puss Sour Apple,Carisoprodol,0615
562,Yogurt - French Vanilla,Sumatriptan Succinate,2492
563,"Wine - Red, Antinori Santa",RHEUMATISM,2059
564,Sauce - Hp,Rough (Redroot) Pigweed,0732
565,Bread - Corn Muffaletta,Povidone-Iodine Scrub Swabstick,1506
566,Nantucket Pine Orangebanana,Guaifenesin Phenylephrine Dextromethorphan,3348
567,Wine - Fume Blanc Fetzer,Carvedilol,9202
568,"Pork - Loin, Bone - In",TERCONAZOLE,3235
569,"Juice - Apple, 1.36l",Quentans,6951
570,Bread - Pumpernickel,Cupcake,6436
571,Yokaline,Hamster Epithelium,2921
572,Foil - Round Foil,ENGERIX-B,1008
573,Ecolab - Balanced Fusion,Cardura,6372
574,Cookie Dough - Oatmeal Rasin,CAPTURE TOTALE COMPACT RADIANCE RESTORING LINE SMOOTHING MAKEUP SPF 20 010 Ivory,8010
575,"Salt - Rock, Course",Fusarium compactum,4645
576,Cheese - Fontina,Estradiol,1517
577,Calypso - Black Cherry Lemonade,Diabetigen,3403
578,Tuna - Salad Premix,Minipress,9744
579,"Lamb - Loin, Trimmed, Boneless",Sleep Aid,2276
580,Dehydrated Kelp Kombo,Constipation Billousness,4256
581,Wine - Alsace Riesling Reserve,Eye Itch,7289
582,Raisin - Golden,COUMADIN,4047
583,Foil - Round Foil,Fragmin,9623
584,Ginger - Ground,"Food - Fish and Shellfish, Tuna Thunnus sp.",8449
585,Ice Cream Bar - Oreo Cone,Atenolol and Chlorthalidone,3963
586,Chinese Foods - Chicken,PAXIL,9955
587,Island Oasis - Pina Colada,Oxygen,4578
588,Lotus Root,Hydromorphone HCl,1778
589,Gloves - Goldtouch Disposable,Hydrochlorothiazide,3220
590,Pail For Lid 1537,Recovatone,0383
591,Wine - Fume Blanc Fetzer,Tiger Balm,0064
592,Bread - Dark Rye,CD DiorSnow UV Protection BB Eye Sunscreen Creme 020,1696
593,Island Oasis - Raspberry,SHISEIDO SUN PROTECTION LIP TREATMENT,8097
594,Cheese - Brie Roitelet,Aloe Soothing Moisture,3566
595,Bread - Hamburger Buns,ROPINIROLE HYDROCHLORIDE,7104
596,"Chocolate - Pistoles, White",Junior Pain Relief,0773
597,Eggwhite Frozen,Cold Relief,0856
598,Pepper - Green Thai,Naproxen Sodium,2287
599,Fruit Mix - Light,SunScreen SPF30,4623
600,"Red Snapper - Fillet, Skin On",PE multi-stymptom cold and cough relief,6129
601,Gooseberry,OBAGI-C RX SYSTEM NORMAL-DRY,2704
602,Steam Pan Full Lid,ALLIUM CEPA,6720
603,"Lemonade - Black Cherry, 591 Ml",Gly-Oxide,3766
604,Watercress,Sertraline Hydrochloride,5138
605,"Chicken - Diced, Cooked",Renes Carbo Special Order,2089
606,Soup V8 Roasted Red Pepper,ERY-TAB,4996
607,Mudslide,Equaline Mucus Relief,5925
608,Pate - Liver,METOPROLOL SUCCINATE,7217
609,Bread - Raisin Walnut Pull,Disulfiram,1618
610,"Napkin - Beverge, White 2 - Ply",Mirtazapine,2985
611,Mustard - Pommery,Gold Antibacterial Hand,8809
612,Appetizer - Smoked Salmon / Dill,Menstrual Relief,1350
613,Wine - Prosecco Valdobiaddene,Levofloxacin,9321
614,Beer - Rickards Red,RISPERIDONE,9534
615,Food Colouring - Blue,Fluvoxamine Maleate,2809
616,Vinegar - White,Naproxen,3726
617,"Salmon - Atlantic, Fresh, Whole",Concept DHA,1002
618,Hot Chocolate - Individual,Veil Fluid Makeup Honey,7455
619,Wine - Chenin Blanc K.w.v.,"Pollens - Trees, Oak, Red Quercus rubra",6065
620,Stainless Steel Cleaner Vision,Vanilla Bean,1869
621,Raspberries - Frozen,Pleo Muc,7596
622,Tomatoes,Morphine Sulfate,7555
623,Curry Paste - Madras,SunMark Allergy Relief,8486
624,Sauce Bbq Smokey,Folic Acid,7485
625,Piping Jelly - All Colours,leader childrens pain and fever,9055
626,Chocolate - Mi - Amere Semi,Allscale,6708
627,Muffin Mix - Chocolate Chip,OB Towelette,1943
628,"Wine - White, Riesling, Semi - Dry",Budesonide,4571
629,Wine - Prosecco Valdobiaddene,Allergy Complete Relief,3483
630,Wine - Semi Dry Riesling Vineland,Potassium Chloride,9187
631,Ketchup - Tomato,Tension Headache Relief,2185
632,Eggplant Oriental,BP Wash,6193
633,"Lamb - Pieces, Diced",GAP Favorite Lip Balm,2673
634,Bread - Italian Sesame Poly,Duet DHA,2302
635,Wanton Wrap,Micardis HCT,6294
636,Cheese - Goat With Herbs,tussin dm max,2450
637,Cheese - Camembert,AMITRIPTYLINE HYDROCHLORIDE,3345
638,Rabbit - Saddles,Polygonum,0557
639,"Rum - Dark, Bacardi, Black",Trazodone Hydrochloride,6388
640,Beef - Eye Of Round,Dextroamphetamine Saccharate and Amphetamine Aspartate and Dextroamphetamine Sulfate and Amphetamine Sulfate,9173
641,"Chilli Paste, Sambal Oelek",LISINOPRIL,8808
642,Apple - Northern Spy,Boniva,0876
643,"Brandy - Orange, Mc Guiness",Imipramine Hydrochloride,8612
644,Haggis,Bio Water Violet,8077
645,Sponge Cake Mix - Chocolate,Fosinopril Sodium,0352
646,"Bread - Dark Rye, Loaf",Hydroxyzine Hydrochloride,5678
647,Easy Off Oven Cleaner,levofloxacin,4530
648,"Sauce - Black Current, Dry Mix",CALAN SR,2420
649,Ostrich - Fan Fillet,Cefdinir,1260
650,Mustard - Pommery,FAMILY WELLNESS MEDICATED COOLING PADS,4398
651,Vaccum Bag 10x13,FazaClo,0403
652,Cheese - Fontina,Prevent,4527
653,"Hickory Smoke, Liquid",Amlodipine Besylate and Benazepril Hydrochloride,3948
654,Trout Rainbow Whole,XIFAXAN,5730
655,Marjoram - Fresh,BuPROPion Hydrochloride,8306
656,"Clams - Littleneck, Whole",Treatment Set TS348335,3128
657,Corn Meal,Zanaflex,0814
658,"Wine - White, Mosel Gold",Pleo San Brucel,7842
659,Tamarillo,DOLOPHINE HYDROCHLORIDE,8851
660,"Pepper - Chipotle, Canned",Povidone Iodine Scrub,7529
661,Corn Syrup,Muscle Cramp and Spasm Relief,4094
662,"Asparagus - White, Canned",Hyperactivity - Mental Focus,6607
663,Pate - Cognac,"Food - Fish and Shellfish, Tuna Thunnus sp.",0141
664,Yams,Ibuprofen,4381
665,Egg - Salad Premix,Apis Mell.,9565
666,Milk - 2%,AcneFree Severe Maximum Strength Repair Lotion,6653
667,Coffee Decaf Colombian,SHISEIDO UV PROTECTIVE COMPACT (REFILL),1844
668,Pasta - Ravioli,LUCENTIS,4831
669,"Appetizer - Spring Roll, Veg",Tobaccotox,8902
670,Breakfast Quesadillas,Dysmenorrhea Diarrhea,9012
671,Container - Clear 16 Oz,Hydralazine Hydrochloride,3899
672,"Syrup - Monin, Swiss Choclate",careone ibuprofen pm,5208
673,Kale - Red,Hand Guard Foaming Instant Hand Sanitizer,7898
674,Soup - Campbells - Chicken Noodle,Gelato APF,1242
675,"Marsala - Sperone, Fine, D.o.c.",Aureobasidium pullulans,2178
676,Beef Dry Aged Tenderloin Aaa,Childrens Mucinex,3909
677,Wine - Dubouef Macon - Villages,Ranitidine,2298
678,Cake - Pancake,Aurodex,7918
679,"Chicken - Base, Ultimate",Metadate ER,1664
680,"Veal - Brisket, Provimi,bnls",Migralex,2418
681,Potatoes - Mini Red,Thuja e summ. 6 Special Order,5576
682,Black Currants,Triamterene and Hydrochlorothiazide,1095
683,Oil - Olive Bertolli,Duloxetine Hydrochloride,7032
684,Cloves - Whole,Plak Smacker,3243
685,Appetizer - Crab And Brie,AVANDIA,8806
686,Skirt - 29 Foot,Pier 1 Imports Melon and Mint Anti-Bacterial Hand Sanitizer,9555
687,Soup - Campbells Tomato Ravioli,Budpak Medicated Anti Itch,1873
688,Nutmeg - Ground,Pure Baking Soda,7819
689,Hummus - Spread,XtraCare Skin Relief Oatmeal Daily Moisturizing,3258
690,Tray - 16in Rnd Blk,Teflaro,0231
691,Muffin - Carrot Individual Wrap,amlodipine besylate and atorvastatin calcium,3897
692,Dc - Sakura Fu,Tizanidine,6097
693,Flour - Pastry,telmisartan,7196
694,Lobster - Live,Hydroxyzine Hydrochloride,7017
695,True - Vue Containers,Probenecid,0948
696,Cheese Cloth No 100,CVS PHARMACY,1849
697,Soup - Campbells Mac N Cheese,CEFUROXIME AXETIL,5528
698,Avocado,Methocarbamol,6578
699,Compound - Orange,cephalexin,4916
700,Garam Marsala,XtraCare Anti-Dandruff Hair Cleanse,1247
701,Ham - Cooked Bayonne Tinned,COUMADIN,1697
702,Wine - Lou Black Shiraz,Calm Remedy Water,6760
703,Bacardi Breezer - Tropical,Temazepam,7814
704,Mayonnaise,Triamterene and Hydrochlorothiazide,6208
705,Soup - French Onion,ZFLEX,9074
706,Lemon Tarts,take cover anti-aging foundation,6695
707,"Nestea - Ice Tea, Diet",pramipexole dihydrochloride,0728
708,"Tendrils - Baby Pea, Organic",Escitalopram,4581
709,Bread Country Roll,Acetaminophen and Codeine Phosphate,2396
710,Coffee - Decaffeinato Coffee,Aurum 5,3741
711,Table Cloth 72x144 White,Clean and Clear Essentials Dual Action Moisturizer,7763
712,"Sauce - Soya, Dark",Prevacid,7320
713,Calypso - Black Cherry Lemonade,"Fentanyl Citrate, Bupivacaine HCl",5166
714,"Juice - Tomato, 48 Oz",equaline ibuprofen pm,9912
715,Currants,Amlodipine and Benazepril Hydrochloride,3900
716,"Pasta - Linguini, Dry",Valacyclovir Hydrochloride,9497
717,Wine - Fontanafredda Barolo,Torsemide,5563
718,Oil - Sunflower,Oxygen,6406
719,Cranberries - Fresh,Best Choice Cold Sore Treatment,2726
720,Wine - Hardys Bankside Shiraz,CYZONE,5584
721,Ice Cream - Chocolate,Crest Pro-Health Stages,6419
722,Beans - Fava Fresh,Aveeno Baby Natural Protection Sunscreen,0901
723,Sage - Ground,CPDA-1,6617
724,Silicone Parch. 16.3x24.3,Horizant,7559
725,Sandwich Wrap,Black Birch,0760
726,Muffin Carrot - Individual,FIRMING DAY,9637
727,Muffin Orange Individual,Hydroxyzine Pamoate,8891
728,"Lemonade - Natural, 591 Ml",Lupron Depot-PED,6914
729,Nestea - Iced Tea,FLUVIRIN,0017
730,"Mushroom - Chanterelle, Dry",Stool Softener Plus Stimulant Laxative,2184
731,Cucumber - Pickling Ontario,NO-AD 60 Sunscreen,8501
732,Chocolate - Compound Coating,Hydroxyzine Pamoate,9517
733,"Yogurt - Strawberry, 175 Gr",Paroxetine Hydrochloride,6589
734,Veal - Knuckle,Metformin Hydrochloride,0907
735,Spice - Montreal Steak Spice,Stribild,0682
736,Pork - Smoked Back Bacon,Mucinex Fast-Max,0391
737,Longos - Chicken Curried,Simcor,3236
738,"Tart Shells - Sweet, 3",CVS Medicated Chest Rub,1347
739,Soup Campbells Split Pea And Ham,BENAZEPRIL HYDROCHLORIDE,4314
740,Limes,ReCreate Foundation,5717
741,Godiva White Chocolate,Citalopram Hydrobromide,9736
742,"Beans - Black Bean, Dry","Butalbital, Acetaminophen, Caffeine and Codeine Phosphate",4491
743,Cheese - Valancey,Fungus Fighter,8700
744,Creme De Menth - White,Pureforce,4846
745,Table Cloth 54x72 Colour,Nausea Vomiting,8498
746,Appetizer - Cheese Bites,Glipizide,1110
747,Chocolate - Feathers,Plasmanate,0484
748,Numi - Assorted Teas,PediaCare Childrens Fever Reducer Pain Reliever Cherry,5079
749,Potatoes - Yukon Gold 5 Oz,Ferrlecit,7288
750,Tea - Jasmin Green,Dexamethasone,1423
751,Water - Evian 355 Ml,MAX HYALURONIC UV STEMCELL SUN BLOCK,4351
752,Soup - Campbells Beef Stew,Metoprolol Tartrate,0518
753,"Lettuce - Romaine, Heart",Iso-Blu Alcohol,4303
754,Sauerkraut,Equate Tussin DM,7665
755,Beans - Fine,Perfect Choice,3362
756,Arrowroot,risperidone,4318
757,Pate - Liver,ropinirole hydrochloride,2330
758,Chocolate - Mi - Amere Semi,Pramipexole dihydrochloride,5994
759,Pears - Anjou,The Natural Dentist,2682
760,Wine - Puligny Montrachet A.,H-E-B Dead Sea Organics Protect and Perfect Day Broad Spectrum SPF15,0472
761,Dc - Frozen Momji,diphenhydramine hydrochloride,3796
762,Lady Fingers,Zicam,6610
763,"Juice - Tomato, 48 Oz",Rite Aid Original Strength Vagicaine,9560
764,"Vodka - Hot, Lnferno",Fluconazole,5071
765,Bar - Sweet And Salty Chocolate,Pilocarpine Hydrochloride,9590
766,Sauce - Caesar Dressing,SEROQUEL,9759
767,Ecolab Digiclean Mild Fm,Stratuscare Glycerin Laxative Pediatric,9666
768,"Pork - Bacon, Double Smoked",Degree,5972
769,Soup Bowl Clear 8oz92008,EZY-TM,6266
770,"Wine - Red, Black Opal Shiraz",Peach,2783
771,Rambutan,Doxazosin,7223
772,Nacho Chips,Sanguinaria Can Kit Refill,8119
773,Lettuce - Baby Salad Greens,Tartar Control Plus,7742
774,Appetizer - Mushroom Tart,Argentum 6,9754
775,Wine - Chardonnay Mondavi,Zolmitriptan,0296
776,Sherbet - Raspberry,Pramipexole Dihydrochloride,9827
777,Corn - On The Cob,Glipizide,8142
778,Parasol Pick Stir Stick,Minoxidil,7283
779,Curry Powder,Family Care Clotrimazole Anti-Fungal Cream 1%,7022
780,Glaze - Clear,Eszopiclone,5907
781,Bagelers,LOXITANE,5026
782,Chocolate Liqueur - Godet White,LBEL Couleur luxe rouge irresistible maximum hydration SPF 17,0625
783,Rabbit - Legs,Cetirizine Hydrochloride,7018
784,"Wine - Niagara,vqa Reisling",Atropine Sulfate,9013
785,"Wine - White, Gewurtzraminer",ChloraPrep One-Step,3164
786,Waffle Stix,ZOLPIDEM TARTRATE,2879
787,Juice - Ocean Spray Kiwi,Alclometasone Dipropionate,0317
788,"Nut - Hazelnut, Whole",MediSpa SunSpray,7928
789,"Oil - Truffle, Black",Avon,6514
790,Glaze - Clear,IGNATIA AMARA,3784
791,Tomatoes,Tacrolimus,9840
792,"Bread - Pumpernickle, Rounds",Metformin Hydrochloride Extended Release,1872
793,Capicola - Hot,Morphine Sulfate,5042
794,Beef - Tenderloin Tails,Carduus Oxalis Special Order,8111
795,Blueberries - Frozen,Symax FasTab,5578
796,Mini - Vol Au Vents,Valsartan and Hydrochlorothiazide,5436
797,Soup Campbells - Italian Wedding,Doxepin Hydrochloride,2906
798,Wine - Barossa Valley Estate,Lexapro,0183
799,Potatoes - Fingerling 4 Oz,Fycompa,6847
800,Leeks - Large,Omeprazole,2999
801,"Soup - Knorr, Chicken Noodle",Nitrous Oxide,0431
802,Spice - Montreal Steak Spice,Biaxin,5747
803,"Yogurt - Cherry, 175 Gr",Antibacterial Hand - Strawberry Pomegranate Scent,7009
804,Pastry - Trippleberry Muffin - Mini,CPDA-1,3095
805,Soup - Campbells Beef Stew,Cheratussin AC,4978
806,Plastic Arrow Stir Stick,"Carbidopa, levodopa and entacapone",4814
807,"Asparagus - Green, Fresh",Dentaforce,8895
808,Salt - Kosher,Dicyclomine,6817
809,Onions - White,Flu and Severe Cold and Cough,6756
810,Sprouts Dikon,Vertra Elemental Resistance Mick Fanning Signature SPF 28,3243
811,Potatoes - Peeled,Valacyclovir Hydrochloride,2283
812,Oregano - Fresh,CARMEX cherry lip balm BROAD SPECTRUM SPF 15 SUNSCREEN,9711
813,"Pork - Bacon,back Peameal",Naratriptan,8301
814,Wine - Masi Valpolocell,HYDROMORPHONE HYDROCHLORIDE,6469
815,"Wine - Red, Black Opal Shiraz",Sochlor,8253
816,Versatainer Nc - 9388,Softlips Sugar and Spice,3115
817,"Nut - Chestnuts, Whole",Lovastatin,3562
818,Ezy Change Mophandle,Red Kidney Beans,3156
819,"Split Peas - Yellow, Dry",Zellulisan,5367
820,Hagen Daza - Dk Choocolate,Meloxicam,4622
821,Cheese - Mozzarella,Ketorolac Tromethamine,0371
822,Parsley - Fresh,Venlafaxine Hydrochloride,1386
823,Creme De Cacao Mcguines,FAMILY WELLNESS ADVANCED EYE DROPS,0923
824,"Soup - Knorr, Country Bean",CVS Medicated Chest Rub,9597
825,Beer - Corona,Spironolactone and Hydrochlorothiazide,6526
826,Flavouring - Orange,azithromycin,3433
827,"Cherries - Bing, Canned",Promethazine hydrochloride,0203
828,"Wine - Sherry Dry Sack, William",Ofloxacin,2895
829,Miso Paste White,PHENYTOIN SODIUM,2587
830,Island Oasis - Raspberry,Amoxicillin,2296
831,Wine - Cotes Du Rhone Parallele,Metoprolol Tartrate,8852
832,Pike - Frozen Fillet,Fluvoxamine Maleate,6277
833,Cranberries - Fresh,Old Spice Red Zone Sweat Defense,8709
834,Wine - Peller Estates Late,Ciprofloxacin,3643
835,"Napkin - Dinner, White",Terazosin,6296
836,Towel - Roll White,INDOMETHACIN,7059
837,Compound - Rum,Ibuprofen,3527
838,Wine - Chianti Classica Docg,Glaucoma,0849
839,Bread - Assorted Rolls,Clarithromycin,6658
840,Scallops - Live In Shell,Care One Pain Relief and Pain Relief PM,9875
841,"Pepper - Green, Chili",Carbidopa and Levodopa,4880
842,Foam Tray S2,pain relief,9874
843,Buffalo - Striploin,Opahl,3130
844,Pork - Shoulder,Terrasil S.O.S. Formula,9287
845,Capon - Whole,Bisoprolol Fumarate,0139
846,Squash - Butternut,Kadian,8059
847,"Soup - Knorr, French Onion",Amitriptyline Hydrochloride,0833
848,Veal - Kidney,COUMADIN,8365
849,Toothpick Frilled,Sulfacetamide Sodium,2909
850,Cardamon Seed / Pod,"Sodium Sulfacetamide, Sulfur",4292
851,Chips - Assorted,Isosorbide Dinitrate,7620
852,Blueberries - Frozen,Panretin,2314
853,Spinach - Packaged,Atenolol and Chlorthalidone,0034
854,Fork - Plastic,Didanosine,1388
855,Worcestershire Sauce,Pure Foam,5995
856,Flower - Daisies,Naproxen,3673
857,Onion Powder,Chan Yat Hing She Kun Wool Lok Medicated Oil,3258
858,Trueblue - Blueberry 12x473ml,skin elements liquid veil foundation broad spectrum SPF 25,9959
859,Oil - Cooking Spray,Levetiracetam,0784
860,Vinegar - White Wine,Triamterene and Hydrochlorothiazide,6488
861,Coffee Cup 8oz 5338cd,SUNZONE SPORT SUNSCREEN SPF 30,6836
862,Water - Evian 355 Ml,Simple Saline plus Childrens,5005
863,"Mushroom - Shitake, Fresh",Methimazole,8786
864,Table Cloth 54x72 White,Toasted Vanilla Sugar Hand Sanitizer,0572
865,"Marjoram - Dried, Rubbed",Rheumatic Joint Care,8607
866,Wine - Penfolds Koonuga Hill,Entereg,5247
867,"Doilies - 10, Paper",Potassium Chloride,4517
868,Turkey - Oven Roast Breast,Lamotrigine,2064
869,Muffin - Carrot Individual Wrap,Fenofibric Acid,3907
870,Parsley Italian - Fresh,JASMINE TEA AND BASIL ANTIBACTERIAL HAND SANITIZER,6564
871,Tuna - Loin,Hand Sanitizer,2734
872,Wine - Casillero Deldiablo,Rimmel BB Beauty Balm,0392
873,Extract - Rum,NAPROXEN,0955
874,Cheese - Swiss Sliced,Levothyroxine Sodium,2194
875,Rice - Aborio,Advanced Anti-Aging Eye Broad Spectrum SPF 37,3411
876,Oven Mitts - 15 Inch,QUADRAPAX,1312
877,Lid - 16 Oz And 32 Oz,Tirosint,4270
878,"Red Snapper - Fillet, Skin On",Oxygen-Helium Mixture,7314
879,Ham - Cooked Bayonne Tinned,Furosemide,2737
880,Graham Cracker Mix,Clonidine Hydrochloride,6167
881,"Soup - Clam Chowder, Dry Mix",Mitomycin,9744
882,"Liners - Banana, Paper",Propylthiouracil,3059
883,"Coconut - Creamed, Pure",tussin mucus and chest congestion,9845
884,Olives - Nicoise,FACE IT RADIANCE POWDER PACT SPF25 MOISTURE VEIL NB21,7702
885,"Bread - Roll, Canadian Dinner",ADVATE,0275
886,Wine - Beringer Founders Estate,Arllin Golden Combination Charisma CC,4553
887,Jello - Assorted,Hydrocortisone,4606
888,"Tea - Darjeeling, Azzura",Maxair Autohaler,1596
889,Seabream Whole Farmed,Califlora,5935
890,Sauce - Oyster,Nite Time,1563
891,Beer - Camerons Cream Ale,AVERTEAX,2527
892,Wine - Fontanafredda Barolo,ESIKA,0191
893,Nacho Chips,XtraCare Foam Antibacterial Hand Wash,3363
894,Table Cloth 81x81 Colour,Gehwol Fusskraft Nail and Skin Protection,6011
895,Shrimp - Prawn,ADSOL Red Cell Preservation Solution System in Plastic Container (PL 146 Plastic),7603
896,Sprouts - China Rose,GUNA-IL 8,0512
897,Broom Handle,Cold Sore Treatment,3380
898,V8 - Berry Blend,Amoxicillin,6186
899,"Rum - Light, Captain Morgan",good neighbor pharmacy tussin dm,0626
900,Chocolate - Chips Compound,KLEENEX Luxury Foam Moisturizing Instant Hand Sanitizer,6542
901,Ham - Proscuitto,Defensolito Children Syrup,2415
902,Basil - Thai,Tussin CF,3501
903,Mussels - Frozen,Omeprazole,0968
904,Bread Roll Foccacia,FibroFree Complex,0748
905,Beef - Striploin,HYDROCORTISONE,7350
906,Apple - Granny Smith,Finasteride,3559
907,"Beans - Kidney, Red Dry",SOMBRA COOL THERAPY,6059
908,Canada Dry,Clindamycin Hydrochloride,2540
909,Wine - Alicanca Vinho Verde,OXYCODONE HYDROCHLORIDE,9473
910,Avocado,Duloxetine Hydrochloride,4104
911,Cheese - Le Cheve Noir,Metoprolol Tartrate,1400
912,Table Cloth 54x72 Colour,Easy to break-off cleaning and disinfecting swabstick DFB-I,8722
913,"Mushroom - Chanterelle, Dry",Calamine,7419
914,Mountain Dew,Exchange Select Nasal,0352
915,Rice - Wild,Risperidone,0401
916,Parsley - Dried,Loratadine and Pseudoephedrine Sulfate,9770
917,Shrimp - Black Tiger 16/20,Flector,2541
918,Bowl 12 Oz - Showcase 92012,Heparin Sodium and Sodium Chloride,4224
919,Shrimp - Tiger 21/25,ARRID XX Roll On,1368
920,Oil - Hazelnut,Foaming Hand Wash Antibacterial,0584
921,"Pepper - Paprika, Hungarian",Carbon Dioxide-Oxygen Mixture,0058
922,"Soda Water - Club Soda, 355 Ml",ASPIRIN,8158
923,Shichimi Togarashi Peppeers,De-Chlor,1969
